Experiment ID:,3817,
Experimetn Name:,CCA1 OX EXP25 ,

sample,biol. desc.,Exp. Cond,,anal.,date,method,params,data type,data window,attention,period,period err,phase by fit,phase to DW,phase err,amplitude by fit,amplitude err,phase method specific,phase to DW,phase err,amplitude method specific,amplitude err,phase by averaged peaks,phase to DW,phase err,amplitude by averaged peaks,amplitude err,phase by first peak,phase to DW,phase err,amplitude by first peak,amplitude err,GOF,ERR,
133,CCA1:Root tip (1),LIV,,7508,11-Dec-2015,MFourFit,raw min-96.0 p(15-35),raw,min-96.0,,28.82,0.0,14.63,14.63,0.0,397.9,0.0,12.8,12.8,0.0,482.0,0.0,12.78,12.78,0.04,482.0,0.070949,12.8,12.8,0.0,482.0,0.0,0.630941,0.630941,
133,CCA1:Root tip (1),LIV,,7509,11-Dec-2015,Spectrum Resampling,raw min-96.0 p(15-35),raw,min-96.0,,29.24,1.65,13.47,13.47,0.0,368.1,0.0,13.61,13.61,0.0,357.0,0.0,12.76,12.76,2.506,429.5,55.89,14.2,14.2,0.0,401.4,0.0,0.575212,0.057418,

134,CCA1:Root tip (1),LIV,,7507,11-Dec-2015,FFT NLLS,raw min-96.0 p(15-35),raw,min-96.0,,24.14,0.34721,0.19,0.19,0.0,130.5,0.0,23.34,23.34,1.08,140.7,39.22,23.77,23.77,1.074,210.2,74.99,0.66,0.66,0.0,216.2,0.0,0.334351,0.278749,
134,CCA1:Root tip (1),LIV,,7508,11-Dec-2015,MFourFit,raw min-96.0 p(15-35),raw,min-96.0,,25.060000000000002,0.0,23.53,23.53,0.0,148.6,0.0,23.5,23.5,0.0,173.6,0.0,23.54,23.54,0.08,173.6,0.005522,23.5,23.5,0.0,173.6,0.0,0.932418,0.932418,
134,CCA1:Root tip (1),LIV,,7509,11-Dec-2015,Spectrum Resampling,raw min-96.0 p(15-35),raw,min-96.0,,29.0,10.07,17.82,17.82,0.0,58.98,0.0,17.89,17.89,0.0,60.24,0.0,11.1,11.1,17.16,170.0,115.2,1.4,1.4,0.0,167.0,0.0,0.69566,0.444001,

135,CCA1:Root tip (1),LIV,,7507,11-Dec-2015,FFT NLLS,raw min-96.0 p(15-35),raw,min-96.0,,33.57,1.262,5.93,5.93,0.0,112.4,0.0,5.88,5.88,2.201,115.2,46.03,3.13,3.13,9.334,108.8,4.604,7.8,7.8,0.0,64.94,0.0,0.710308,0.399566,
135,CCA1:Root tip (1),LIV,,7508,11-Dec-2015,MFourFit,raw min-96.0 p(15-35),raw,min-96.0,,30.08,0.0,12.68,12.68,0.0,117.2,0.0,11.8,11.8,0.0,129.0,0.0,11.79,11.79,0.083267,129.0,0.006438,11.8,11.8,0.0,129.0,0.0,0.995155,0.995155,
135,CCA1:Root tip (1),LIV,,7509,11-Dec-2015,Spectrum Resampling,raw min-96.0 p(15-35),raw,min-96.0,,33.45,1.66,6.15,6.15,0.0,107.6,0.0,6.15,6.15,0.0,111.1,0.0,4.72,4.72,0.636396,146.0,12.96,4.5,4.5,0.0,141.4,0.0,0.647635,0.074425,

136,CCA1:Root tip (1),LIV,,7507,11-Dec-2015,FFT NLLS,raw min-96.0 p(15-35),raw,min-96.0,,25.4,0.569674,19.25,19.25,0.0,330.3,0.0,18.689999999999998,18.689999999999998,1.332,382.7,60.05,18.67,18.67,4.692,516.0,310.2,20.7,20.7,0.0,368.3,0.0,0.205472,0.156911,
136,CCA1:Root tip (1),LIV,,7508,11-Dec-2015,MFourFit,raw min-96.0 p(15-35),raw,min-96.0,,26.78,0.0,17.71,17.71,0.0,338.5,0.0,17.1,17.1,0.0,369.6,0.0,17.12,17.12,0.04,369.6,0.018839,17.1,17.1,0.0,369.6,0.0,0.762189,0.762189,
136,CCA1:Root tip (1),LIV,,7509,11-Dec-2015,Spectrum Resampling,raw min-96.0 p(15-35),raw,min-96.0,,26.29,1.35,18.02,18.02,0.0,307.6,0.0,17.84,17.84,0.0,309.0,0.0,18.01,18.01,1.319,313.4,43.78,17.4,17.4,0.0,319.5,0.0,0.731937,0.068145,

137,CCA1:Root tip (1),LIV,,7507,11-Dec-2015,FFT NLLS,raw min-96.0 p(15-35),raw,min-96.0,,26.87,0.595591,18.05,18.05,0.0,201.6,0.0,17.87,17.87,1.224,189.5,54.87,17.9,17.9,0.443772,195.8,34.78,18.1,18.1,0.0,213.0,0.0,0.590652,0.289551,
137,CCA1:Root tip (1),LIV,,7508,11-Dec-2015,MFourFit,raw min-96.0 p(15-35),raw,min-96.0,,27.3,0.0,17.69,17.69,0.0,202.4,0.0,17.9,17.9,0.0,241.5,0.0,17.9,17.9,4.10232039761827E-15,241.5,0.007797,17.9,17.9,0.0,241.5,0.0,0.557578,0.557578,
137,CCA1:Root tip (1),LIV,,7509,11-Dec-2015,Spectrum Resampling,raw min-96.0 p(15-35),raw,min-96.0,,26.4,1.04,18.16,18.16,0.0,181.5,0.0,17.97,17.97,0.0,181.2,0.0,20.07,20.07,5.205,213.0,53.35,17.4,17.4,0.0,236.5,0.0,0.501968,0.046234,

138,CCA1:Root tip (1),LIV,,7507,11-Dec-2015,FFT NLLS,raw min-96.0 p(15-35),raw,min-96.0,,30.19,0.894093,14.21,14.21,0.0,419.4,0.0,13.57,13.57,1.453,412.8,86.52,13.84,13.84,4.56,462.2,156.4,16.4,16.4,0.0,381.8,0.0,0.40976,0.209593,
138,CCA1:Root tip (1),LIV,,7508,11-Dec-2015,MFourFit,raw min-96.0 p(15-35),raw,min-96.0,,29.700000000000003,0.0,14.82,14.82,0.0,422.9,0.0,16.1,16.1,0.0,447.1,0.0,16.1,16.1,8.204640795236539E-15,447.0,0.142784,16.1,16.1,0.0,447.1,0.0,0.616208,0.616208,
138,CCA1:Root tip (1),LIV,,7509,11-Dec-2015,Spectrum Resampling,raw min-96.0 p(15-35),raw,min-96.0,,30.23,1.78,13.65,13.65,0.0,376.1,0.0,13.87,13.87,0.0,372.7,0.0,14.87,14.87,3.898,443.7,16.19,14.6,14.6,0.0,471.7,0.0,0.477301,0.062961,

139,CCA1:Root tip (1),LIV,,7507,11-Dec-2015,FFT NLLS,raw min-96.0 p(15-35),raw,min-96.0,,27.32,0.704319,18.78,18.78,0.0,544.0,0.0,18.55,18.55,1.654,565.0,85.83,17.68,17.68,1.47,656.0,99.46,17.0,17.0,0.0,600.0,0.0,0.30876,0.151912,
139,CCA1:Root tip (1),LIV,,7508,11-Dec-2015,MFourFit,raw min-96.0 p(15-35),raw,min-96.0,,27.86,0.0,18.16,18.16,0.0,540.0,0.0,16.9,16.9,0.0,634.0,0.0,16.94,16.94,0.08,634.0,0.057486,16.9,16.9,0.0,634.0,0.0,0.353576,0.353576,
139,CCA1:Root tip (1),LIV,,7509,11-Dec-2015,Spectrum Resampling,raw min-96.0 p(15-35),raw,min-96.0,,27.72,1.15,18.12,18.12,0.0,504.0,0.0,18.1,18.1,0.0,497.1,0.0,17.11,17.11,2.495,633.0,56.93,15.7,15.7,0.0,627.0,0.0,0.355302,0.05378,

140,CCA1:Root tip (1),LIV,,7507,11-Dec-2015,FFT NLLS,raw min-96.0 p(15-35),raw,min-96.0,,29.64,0.734214,16.46,16.46,0.0,237.2,0.0,16.44,16.44,1.331,242.0,40.95,16.19,16.19,0.622682,278.9,14.23,15.9,15.9,0.0,286.5,0.0,0.375359,0.169215,
140,CCA1:Root tip (1),LIV,,7508,11-Dec-2015,MFourFit,raw min-96.0 p(15-35),raw,min-96.0,,30.060000000000002,0.0,15.95,15.95,0.0,235.2,0.0,15.7,15.7,0.0,296.0,0.0,15.67,15.67,0.061101,296.1,0.021862,15.7,15.7,0.0,296.0,0.0,0.353651,0.353651,
140,CCA1:Root tip (1),LIV,,7509,11-Dec-2015,Spectrum Resampling,raw min-96.0 p(15-35),raw,min-96.0,,29.63,1.29,16.34,16.34,0.0,220.0,0.0,16.5,16.5,0.0,225.1,0.0,16.04,16.04,2.088,302.9,55.7,15.5,15.5,0.0,330.4,0.0,0.36108,0.058928,

141,CCA1:Root tip (1),LIV,,7507,11-Dec-2015,FFT NLLS,raw min-96.0 p(15-35),raw,min-96.0,,28.55,0.671852,15.67,15.67,0.0,827.0,0.0,15.41,15.41,1.236,840.0,169.2,15.35,15.35,1.015,922.0,124.6,15.8,15.8,0.0,862.0,0.0,0.385837,0.201429,
141,CCA1:Root tip (1),LIV,,7508,11-Dec-2015,MFourFit,raw min-96.0 p(15-35),raw,min-96.0,,28.28,0.0,16.03,16.03,0.0,826.0,0.0,15.2,15.2,0.0,943.0,0.0,15.22,15.22,0.04,943.0,0.00559,15.2,15.2,0.0,943.0,0.0,0.467845,0.467845,
141,CCA1:Root tip (1),LIV,,7509,11-Dec-2015,Spectrum Resampling,raw min-96.0 p(15-35),raw,min-96.0,,28.47,1.59,15.29,15.29,0.0,767.0,0.0,15.37,15.37,0.0,757.0,0.0,15.2,15.2,1.744,892.0,16.45,16.1,16.1,0.0,901.0,0.0,0.42972,0.058268,

142,CCA1:Root tip (1),LIV,,7507,11-Dec-2015,FFT NLLS,raw min-96.0 p(15-35),raw,min-96.0,,28.2,0.630436,13.08,13.08,0.0,792.0,0.0,12.81,12.81,1.408,837.0,155.4,12.97,12.97,5.801,926.0,361.6,15.9,15.9,0.0,747.0,0.0,0.369677,0.185663,
142,CCA1:Root tip (1),LIV,,7508,11-Dec-2015,MFourFit,raw min-96.0 p(15-35),raw,min-96.0,,28.58,0.0,12.64,12.64,0.0,796.0,0.0,12.3,12.3,0.0,807.0,0.0,12.29,12.29,0.083267,807.0,0.362791,12.3,12.3,0.0,807.0,0.0,0.498174,0.498174,
142,CCA1:Root tip (1),LIV,,7509,11-Dec-2015,Spectrum Resampling,raw min-96.0 p(15-35),raw,min-96.0,,28.24,1.15,12.65,12.65,0.0,791.0,0.0,12.64,12.64,0.0,776.0,0.0,12.66,12.66,4.049,839.0,107.2,14.6,14.6,0.0,823.0,0.0,0.455096,0.056459,

143,CCA1:Root tip (1),LIV,,7507,11-Dec-2015,FFT NLLS,raw min-96.0 p(15-35),raw,min-96.0,,27.48,0.677201,16.57,16.57,0.0,911.0,0.0,16.17,16.17,1.385,896.0,247.8,15.79,15.79,0.266333,1052.0,106.3,15.9,15.9,0.0,1105.0,0.0,0.482755,0.276562,
143,CCA1:Root tip (1),LIV,,7508,11-Dec-2015,MFourFit,raw min-96.0 p(15-35),raw,min-96.0,,27.380000000000003,0.0,16.7,16.7,0.0,911.0,0.0,16.0,16.0,0.0,1077.0,0.0,15.99,15.99,0.083267,1077.0,0.141044,16.0,16.0,0.0,1077.0,0.0,0.514718,0.514718,
143,CCA1:Root tip (1),LIV,,7509,11-Dec-2015,Spectrum Resampling,raw min-96.0 p(15-35),raw,min-96.0,,27.41,1.09,16.29,16.29,0.0,856.0,0.0,16.22,16.22,0.0,856.0,0.0,15.39,15.39,1.21,1044.0,48.2,16.0,16.0,0.0,1070.0,0.0,0.479484,0.045244,

144,CCA1:Root tip (1),LIV,,7507,11-Dec-2015,FFT NLLS,raw min-96.0 p(15-35),raw,min-96.0,,27.37,0.698311,17.62,17.62,0.0,859.0,0.0,17.44,17.44,1.2,884.0,182.2,17.0,17.0,0.170098,1015.0,14.86,16.9,16.9,0.0,1023.0,0.0,0.456548,0.206109,
144,CCA1:Root tip (1),LIV,,7508,11-Dec-2015,MFourFit,raw min-96.0 p(15-35),raw,min-96.0,,27.42,0.0,17.55,17.55,0.0,858.0,0.0,16.6,16.6,0.0,1027.0,0.0,16.61,16.61,0.083267,1027.0,0.109897,16.6,16.6,0.0,1027.0,0.0,0.448732,0.448732,
144,CCA1:Root tip (1),LIV,,7509,11-Dec-2015,Spectrum Resampling,raw min-96.0 p(15-35),raw,min-96.0,,27.16,1.09,17.56,17.56,0.0,805.0,0.0,17.44,17.44,0.0,798.0,0.0,16.84,16.84,0.62482,952.0,64.26,17.0,17.0,0.0,988.0,0.0,0.434775,0.05426,

145,CCA1:Root tip (1),LIV,,7507,11-Dec-2015,FFT NLLS,raw min-96.0 p(15-35),raw,min-96.0,,28.91,1.668,18.29,18.29,0.0,222.5,0.0,17.41,17.41,3.165,213.9,77.68,18.19,18.19,6.932,337.9,89.09,20.3,20.3,0.0,373.6,0.0,0.491364,0.36316,
145,CCA1:Root tip (1),LIV,,7508,11-Dec-2015,MFourFit,raw min-96.0 p(15-35),raw,min-96.0,,28.700000000000003,0.0,18.57,18.57,0.0,223.2,0.0,20.5,20.5,0.0,243.5,0.0,20.5,20.5,0.0,243.5,0.004882,20.5,20.5,0.0,243.5,0.0,0.768436,0.768436,
145,CCA1:Root tip (1),LIV,,7509,11-Dec-2015,Spectrum Resampling,raw min-96.0 p(15-35),raw,min-96.0,,30.14,1.78,16.52,16.52,0.0,201.1,0.0,16.63,16.63,0.0,208.1,0.0,17.19,17.19,1.175,243.3,54.86,17.6,17.6,0.0,224.3,0.0,0.767744,0.071899,

146,CCA1:Root tip (1),LIV,,7507,11-Dec-2015,FFT NLLS,raw min-96.0 p(15-35),raw,min-96.0,,25.42,1.139,13.6,13.6,0.0,326.9,0.0,12.970000000000002,12.970000000000002,2.387,341.0,122.7,13.18,13.18,4.074,476.7,180.1,15.0,15.0,0.0,477.9,0.0,0.646351,0.359824,
146,CCA1:Root tip (1),LIV,,7508,11-Dec-2015,MFourFit,raw min-96.0 p(15-35),raw,min-96.0,,24.740000000000002,0.0,14.26,14.26,0.0,327.3,0.0,13.3,13.3,0.0,353.4,0.0,13.33,13.33,0.061101,353.4,0.018984,13.3,13.3,0.0,353.4,0.0,0.880061,0.880061,
146,CCA1:Root tip (1),LIV,,7509,11-Dec-2015,Spectrum Resampling,raw min-96.0 p(15-35),raw,min-96.0,,26.2,1.35,12.56,12.56,0.0,361.4,0.0,12.75,12.75,0.0,364.7,0.0,11.27,11.27,0.702377,385.0,19.27,11.6,11.6,0.0,377.4,0.0,0.606645,0.061153,

147,CCA1:Root tip (1),LIV,,7507,11-Dec-2015,FFT NLLS,raw min-96.0 p(15-35),raw,min-96.0,,28.44,0.637264,11.89,11.89,0.0,358.0,0.0,11.29,11.29,1.376,408.9,124.1,12.33,12.33,8.738,512.0,207.8,17.2,17.2,0.0,392.7,0.0,0.515031,0.303497,
147,CCA1:Root tip (1),LIV,,7508,11-Dec-2015,MFourFit,raw min-96.0 p(15-35),raw,min-96.0,,30.0,0.0,9.46,9.46,0.0,345.0,0.0,7.8,7.8,0.0,438.5,0.0,7.8,7.8,0.0,438.5,5.687312748121553E-4,7.8,7.8,0.0,438.5,0.0,0.721296,0.721296,
147,CCA1:Root tip (1),LIV,,7509,11-Dec-2015,Spectrum Resampling,raw min-96.0 p(15-35),raw,min-96.0,,27.97,1.93,11.98,11.98,0.0,370.2,0.0,11.98,11.98,0.0,366.8,0.0,10.0,10.0,2.663,484.5,38.45,8.7,8.7,0.0,457.5,0.0,0.5368,0.07281,

148,CCA1:Root tip (1),LIV,,7507,11-Dec-2015,FFT NLLS,raw min-96.0 p(15-35),raw,min-96.0,,25.38,0.461592,22.01,22.01,0.0,576.0,0.0,22.08,22.08,0.819453,574.0,121.5,21.89,21.89,0.266333,636.0,52.21,22.0,22.0,0.0,664.0,0.0,0.397617,0.211672,
148,CCA1:Root tip (1),LIV,,7508,11-Dec-2015,MFourFit,raw min-96.0 p(15-35),raw,min-96.0,,25.72,0.0,21.68,21.68,0.0,585.0,0.0,21.3,21.3,0.0,756.0,0.0,21.35,21.35,0.083267,756.0,0.123658,21.3,21.3,0.0,756.0,0.0,0.392327,0.392327,
148,CCA1:Root tip (1),LIV,,7509,11-Dec-2015,Spectrum Resampling,raw min-96.0 p(15-35),raw,min-96.0,,25.14,1.22,22.13,22.13,0.0,554.0,0.0,22.08,22.08,0.0,536.0,0.0,21.76,21.76,0.12,692.0,28.88,21.7,21.7,0.0,691.0,0.0,0.326763,0.05255,

149,CCA1:Root tip (1),LIV,,7507,11-Dec-2015,FFT NLLS,raw min-96.0 p(15-35),raw,min-96.0,,26.74,0.290768,18.66,18.66,0.0,1179.0,0.0,18.4,18.4,1.712,1170.0,228.4,18.03,18.03,0.869329,1334.0,247.8,17.7,17.7,0.0,1204.0,0.0,0.331128,0.195214,
149,CCA1:Root tip (1),LIV,,7508,11-Dec-2015,MFourFit,raw min-96.0 p(15-35),raw,min-96.0,,27.380000000000003,0.0,17.94,17.94,0.0,1186.0,0.0,17.0,17.0,0.0,1362.0,0.0,16.95,16.95,0.083267,1362.0,0.134491,17.0,17.0,0.0,1362.0,0.0,0.409615,0.409615,
149,CCA1:Root tip (1),LIV,,7509,11-Dec-2015,Spectrum Resampling,raw min-96.0 p(15-35),raw,min-96.0,,26.94,0.71,18.16,18.16,0.0,1094.0,0.0,18.02,18.02,0.0,1079.0,0.0,17.53,17.53,0.362951,1278.0,31.52,17.6,17.6,0.0,1278.0,0.0,0.399277,0.048234,

150,CCA1:Root tip (1),LIV,,7507,11-Dec-2015,FFT NLLS,raw min-96.0 p(15-35),raw,min-96.0,,27.26,0.826033,15.83,15.83,0.0,646.0,0.0,15.230000000000002,15.230000000000002,1.419,655.0,145.9,14.67,14.67,4.117,795.0,616.0,16.9,16.9,0.0,776.0,0.0,0.342411,0.222748,
150,CCA1:Root tip (1),LIV,,7508,11-Dec-2015,MFourFit,raw min-96.0 p(15-35),raw,min-96.0,,27.02,0.0,16.14,16.14,0.0,645.0,0.0,15.4,15.4,0.0,698.0,0.0,15.45,15.45,0.083267,698.0,0.01532,15.4,15.4,0.0,698.0,0.0,0.607134,0.607134,
150,CCA1:Root tip (1),LIV,,7509,11-Dec-2015,Spectrum Resampling,raw min-96.0 p(15-35),raw,min-96.0,,26.47,1.04,16.49,16.49,0.0,629.0,0.0,16.37,16.37,0.0,646.0,0.0,15.13,15.13,0.9755,703.0,49.52,14.7,14.7,0.0,675.0,0.0,0.534409,0.061521,

151,CCA1:Root tip (1),LIV,,7507,11-Dec-2015,FFT NLLS,raw min-96.0 p(15-35),raw,min-96.0,,27.49,0.889156,12.16,12.16,0.0,489.0,0.0,11.75,11.75,1.873,493.3,138.7,11.81,11.81,0.701712,562.0,117.3,12.1,12.1,0.0,499.5,0.0,0.487554,0.281168,
151,CCA1:Root tip (1),LIV,,7508,11-Dec-2015,MFourFit,raw min-96.0 p(15-35),raw,min-96.0,,27.46,0.0,12.2,12.2,0.0,488.8,0.0,11.8,11.8,0.0,503.0,0.0,11.81,11.81,0.061101,502.0,0.059799,11.8,11.8,0.0,503.0,0.0,0.608473,0.608473,
151,CCA1:Root tip (1),LIV,,7509,11-Dec-2015,Spectrum Resampling,raw min-96.0 p(15-35),raw,min-96.0,,27.1,1.09,12.33,12.33,0.0,480.4,0.0,12.42,12.42,0.0,486.3,0.0,12.57,12.57,2.139,511.0,73.46,13.8,13.8,0.0,505.0,0.0,0.556741,0.051959,

152,CCA1:Root tip (1),LIV,,7507,11-Dec-2015,FFT NLLS,raw min-96.0 p(15-35),raw,min-96.0,,29.06,0.761005,14.98,14.98,0.0,430.0,0.0,14.819999999999999,14.819999999999999,1.426,433.5,96.16,14.67,14.67,1.864,612.0,222.7,14.5,14.5,0.0,715.0,0.0,0.292562,0.221822,
152,CCA1:Root tip (1),LIV,,7508,11-Dec-2015,MFourFit,raw min-96.0 p(15-35),raw,min-96.0,,29.18,0.0,14.86,14.86,0.0,429.8,0.0,14.6,14.6,0.0,566.0,0.0,14.62,14.62,0.04,566.0,0.048704,14.6,14.6,0.0,566.0,0.0,0.425504,0.425504,
152,CCA1:Root tip (1),LIV,,7509,11-Dec-2015,Spectrum Resampling,raw min-96.0 p(15-35),raw,min-96.0,,29.45,1.29,14.47,14.47,0.0,419.4,0.0,14.66,14.66,0.0,414.4,0.0,14.05,14.05,0.43589,580.0,5.915,14.2,14.2,0.0,583.0,0.0,0.400412,0.056447,

153,CCA1:Root tip (1),LIV,,7507,11-Dec-2015,FFT NLLS,raw min-96.0 p(15-35),raw,min-96.0,,26.52,0.775864,18.02,18.02,0.0,320.8,0.0,17.57,17.57,1.993,329.0,89.77,17.01,17.01,3.721,415.7,276.8,18.9,18.9,0.0,372.8,0.0,0.41804,0.272857,
153,CCA1:Root tip (1),LIV,,7508,11-Dec-2015,MFourFit,raw min-96.0 p(15-35),raw,min-96.0,,26.62,0.0,17.92,17.92,0.0,320.7,0.0,17.1,17.1,0.0,360.9,0.0,17.11,17.11,0.083267,360.9,0.027611,17.1,17.1,0.0,360.9,0.0,0.629086,0.629086,
153,CCA1:Root tip (1),LIV,,7509,11-Dec-2015,Spectrum Resampling,raw min-96.0 p(15-35),raw,min-96.0,,25.83,0.99,18.61,18.61,0.0,299.8,0.0,18.42,18.42,0.0,301.2,0.0,16.84,16.84,0.867717,327.5,14.64,17.3,17.3,0.0,335.6,0.0,0.600393,0.04127,

154,CCA1:Root tip (1),LIV,,7507,11-Dec-2015,FFT NLLS,raw min-96.0 p(15-35),raw,min-96.0,,27.69,0.346152,14.96,14.96,0.0,1241.0,0.0,14.600000000000001,14.600000000000001,0.671977,1226.0,186.0,14.01,14.01,0.18,1465.0,69.64,14.1,14.1,0.0,1502.0,0.0,0.254408,0.151713,
154,CCA1:Root tip (1),LIV,,7508,11-Dec-2015,MFourFit,raw min-96.0 p(15-35),raw,min-96.0,,27.86,0.0,14.75,14.75,0.0,1243.0,0.0,13.9,13.9,0.0,1461.0,0.0,13.87,13.87,0.061101,1461.0,0.103588,13.9,13.9,0.0,1461.0,0.0,0.290477,0.290477,
154,CCA1:Root tip (1),LIV,,7509,11-Dec-2015,Spectrum Resampling,raw min-96.0 p(15-35),raw,min-96.0,,27.66,1.5,14.71,14.71,0.0,1190.0,0.0,14.69,14.69,0.0,1191.0,0.0,13.91,13.91,0.140475,1417.0,14.91,13.9,13.9,0.0,1412.0,0.0,0.272976,0.066367,

155,CCA1:Root tip (1),LIV,,7507,11-Dec-2015,FFT NLLS,raw min-96.0 p(15-35),raw,min-96.0,,27.61,0.376091,15.59,15.59,0.0,1163.0,0.0,15.299999999999999,15.299999999999999,0.61135,1177.0,139.7,14.62,14.62,0.722311,1413.0,240.3,15.0,15.0,0.0,1373.0,0.0,0.186088,0.118692,
155,CCA1:Root tip (1),LIV,,7508,11-Dec-2015,MFourFit,raw min-96.0 p(15-35),raw,min-96.0,,27.46,0.0,15.78,15.78,0.0,1163.0,0.0,14.9,14.9,0.0,1339.0,0.0,14.91,14.91,0.061101,1339.0,0.131033,14.9,14.9,0.0,1339.0,0.0,0.279618,0.279618,
155,CCA1:Root tip (1),LIV,,7509,11-Dec-2015,Spectrum Resampling,raw min-96.0 p(15-35),raw,min-96.0,,27.3,1.09,15.78,15.78,0.0,1100.0,0.0,15.7,15.7,0.0,1108.0,0.0,15.03,15.03,0.305505,1406.0,103.5,15.0,15.0,0.0,1445.0,0.0,0.272305,0.054926,

156,CCA1:Root tip (1),LIV,,7507,11-Dec-2015,FFT NLLS,raw min-96.0 p(15-35),raw,min-96.0,,28.06,0.699203,15.4,15.4,0.0,88.91,0.0,14.929999999999998,14.929999999999998,1.534,87.74,22.42,15.57,15.57,6.365,131.8,72.67,15.9,15.9,0.0,138.3,0.0,0.33436,0.255528,
156,CCA1:Root tip (1),LIV,,7508,11-Dec-2015,MFourFit,raw min-96.0 p(15-35),raw,min-96.0,,27.880000000000003,0.0,15.62,15.62,0.0,88.86,0.0,15.5,15.5,0.0,89.84,0.0,15.52,15.52,0.04,89.83,0.0248,15.5,15.5,0.0,89.84,0.0,0.71509,0.71509,
156,CCA1:Root tip (1),LIV,,7509,11-Dec-2015,Spectrum Resampling,raw min-96.0 p(15-35),raw,min-96.0,,28.34,1.15,14.71,14.71,0.0,81.84,0.0,14.77,14.77,0.0,80.52,0.0,14.73,14.73,5.062,107.8,13.17,14.8,14.8,0.0,93.25,0.0,0.617503,0.054598,

157,CCA1:Root tip (1),LIV,,7507,11-Dec-2015,FFT NLLS,raw min-96.0 p(15-35),raw,min-96.0,,17.8,0.916301,6.86,6.86,0.0,56.97,0.0,6.56,6.56,2.668,53.02,29.62,8.32,8.32,5.861,83.74,69.3,11.4,11.4,0.0,40.61,0.0,0.532015,0.558657,
157,CCA1:Root tip (1),LIV,,7508,11-Dec-2015,MFourFit,raw min-96.0 p(15-35),raw,min-96.0,,35.0,0.0,27.43,27.43,0.0,70.83,0.0,26.2,26.2,0.0,103.6,0.0,26.2,26.2,5.0242958677880805E-15,103.6,0.002,26.2,26.2,0.0,103.6,0.0,0.750279,0.750279,
157,CCA1:Root tip (1),LIV,,7509,11-Dec-2015,Spectrum Resampling,raw min-96.0 p(15-35),raw,min-96.0,X,42.24,2.57,22.72,22.72,0.0,63.71,0.0,23.06,23.06,0.0,64.13,0.0,23.58,23.58,3.734,129.2,30.85,24.9,24.9,0.0,140.1,0.0,0.452734,0.111267,

158,CCA1:Root tip (1),LIV,,7507,11-Dec-2015,FFT NLLS,raw min-96.0 p(15-35),raw,min-96.0,,27.4,0.631775,15.55,15.55,0.0,761.0,0.0,15.37,15.37,1.253,780.0,167.9,15.17,15.17,0.503322,925.0,41.76,14.9,14.9,0.0,947.0,0.0,0.443619,0.215256,
158,CCA1:Root tip (1),LIV,,7508,11-Dec-2015,MFourFit,raw min-96.0 p(15-35),raw,min-96.0,,27.62,0.0,15.34,15.34,0.0,763.0,0.0,14.9,14.9,0.0,946.0,0.0,14.88,14.88,0.04,946.0,0.147794,14.9,14.9,0.0,946.0,0.0,0.415645,0.415645,
158,CCA1:Root tip (1),LIV,,7509,11-Dec-2015,Spectrum Resampling,raw min-96.0 p(15-35),raw,min-96.0,,27.05,1.09,15.72,15.72,0.0,720.0,0.0,15.63,15.63,0.0,731.0,0.0,15.35,15.35,0.5,996.0,24.89,15.1,15.1,0.0,984.0,0.0,0.422212,0.054385,

159,CCA1:Root tip (1),LIV,,7507,11-Dec-2015,FFT NLLS,raw min-96.0 p(15-35),raw,min-96.0,,28.71,0.764846,11.56,11.56,0.0,781.0,0.0,11.55,11.55,1.625,786.0,170.4,10.52,10.52,1.881,909.0,88.66,9.6,9.6,0.0,886.0,0.0,0.472753,0.216794,
159,CCA1:Root tip (1),LIV,,7508,11-Dec-2015,MFourFit,raw min-96.0 p(15-35),raw,min-96.0,,29.240000000000002,0.0,10.94,10.94,0.0,783.0,0.0,10.4,10.4,0.0,832.0,0.0,10.39,10.39,0.061101,832.0,0.021633,10.4,10.4,0.0,832.0,0.0,0.492997,0.492997,
159,CCA1:Root tip (1),LIV,,7509,11-Dec-2015,Spectrum Resampling,raw min-96.0 p(15-35),raw,min-96.0,,28.97,1.22,10.9,10.9,0.0,794.0,0.0,10.84,10.84,0.0,765.0,0.0,9.16,9.16,2.785,932.0,30.12,8.2,8.2,0.0,846.0,0.0,0.355701,0.055273,

160,CCA1:Root tip (1),LIV,,7507,11-Dec-2015,FFT NLLS,raw min-96.0 p(15-35),raw,min-96.0,,28.57,0.653109,14.05,14.05,0.0,733.0,0.0,13.96,13.96,1.397,769.0,167.3,13.93,13.93,0.295973,830.0,132.9,14.1,14.1,0.0,818.0,0.0,0.417874,0.217555,
160,CCA1:Root tip (1),LIV,,7508,11-Dec-2015,MFourFit,raw min-96.0 p(15-35),raw,min-96.0,,28.259999999999998,0.0,14.35,14.35,0.0,734.0,0.0,14.1,14.1,0.0,914.0,0.0,14.14,14.14,0.08,914.0,0.189142,14.1,14.1,0.0,914.0,0.0,0.445758,0.445758,
160,CCA1:Root tip (1),LIV,,7509,11-Dec-2015,Spectrum Resampling,raw min-96.0 p(15-35),raw,min-96.0,,28.49,0.79,13.75,13.75,0.0,696.0,0.0,13.8,13.8,0.0,680.0,0.0,13.84,13.84,1.681,867.0,33.92,14.7,14.7,0.0,882.0,0.0,0.412129,0.051616,

